total_pounds,weighted_average,report_date,item_description
"153,857",875.75,2020-12-23,tndrloin
,,2020-12-23,butt_CC
,,2020-12-23,butt_bnls
"245,341",882.37,2020-12-28,tndrloin
"12,982",407.42,2020-12-28,butt_CC
,,2020-12-28,butt_bnls
"45,928",900.74,2020-12-29,tndrloin
"7,580",441.98,2020-12-29,butt_CC
"5,849",268.95,2020-12-29,butt_bnls
"2,674",274.78,2020-12-30,butt_bnls
"97,418",893.66,2020-12-30,tndrloin
,,2020-12-30,butt_CC
"83,757",885.96,2020-12-31,tndrloin
,.00,2020-12-31,butt_CC
"6,324",274.16,2020-12-31,butt_bnls
"19,724",907.77,2021-01-04,tndrloin
"26,380",390.93,2021-01-04,butt_CC
,,2021-01-04,butt_bnls
,.00,2021-01-05,butt_bnls
"197,703",861.85,2021-01-05,tndrloin
"8,480",410.98,2021-01-05,butt_CC
"11,665",265.20,2021-01-06,butt_bnls
"141,086",878.35,2021-01-06,tndrloin
"7,995",396.51,2021-01-06,butt_CC
"4,894",258.31,2021-01-07,butt_bnls
"519,148",844.05,2021-01-07,tndrloin
"66,887",377.00,2021-01-07,butt_CC
"89,117",868.34,2021-01-08,tndrloin
"288,561",374.73,2021-01-08,butt_CC
,,2021-01-08,butt_bnls
"178,455",873.40,2021-01-11,tndrloin
"23,151",400.63,2021-01-11,butt_CC
,.00,2021-01-11,butt_bnls
"96,452",391.36,2021-01-12,butt_CC
,,2021-01-12,butt_bnls
"183,048",875.25,2021-01-12,tndrloin
"238,078",869.07,2021-01-13,tndrloin
"2,766",414.53,2021-01-13,butt_CC
,,2021-01-13,butt_bnls
,,2021-01-14,butt_bnls
"159,602",880.57,2021-01-14,tndrloin
,,2021-01-14,butt_CC
"6,083",259.71,2021-01-15,butt_bnls
"51,063",903.75,2021-01-15,tndrloin
"33,867",374.28,2021-01-15,butt_CC
"114,873",903.30,2021-01-18,tndrloin
,,2021-01-18,butt_CC
,,2021-01-18,butt_bnls
"165,093",886.71,2021-01-19,tndrloin
"84,934",439.06,2021-01-19,butt_CC
,,2021-01-19,butt_bnls
"106,941",929.33,2021-01-20,tndrloin
"12,292",423.51,2021-01-20,butt_CC
,,2021-01-20,butt_bnls
"7,054",279.24,2021-01-21,butt_bnls
"176,413",938.96,2021-01-21,tndrloin
,,2021-01-21,butt_CC
"179,097",987.24,2021-01-22,tndrloin
"82,656",417.79,2021-01-22,butt_CC
,,2021-01-22,butt_bnls
"13,088",967.37,2021-01-25,tndrloin
,,2021-01-25,butt_CC
"13,493",257.45,2021-01-25,butt_bnls
,,2021-01-26,butt_bnls
"84,304",445.25,2021-01-26,butt_CC
"73,059","1,002.63",2021-01-26,tndrloin
"157,008",992.91,2021-01-27,tndrloin
,,2021-01-27,butt_CC
,,2021-01-27,butt_bnls
"207,439","1,023.05",2021-01-28,tndrloin
,,2021-01-28,butt_CC
"47,399",306.66,2021-01-28,butt_bnls
"63,924","1,024.25",2021-01-29,tndrloin
,.00,2021-01-29,butt_CC
,,2021-01-29,butt_bnls
,,2021-02-01,butt_bnls
"13,848","1,058.27",2021-02-01,tndrloin
,,2021-02-01,butt_CC
"22,391","1,059.20",2021-02-02,tndrloin
"54,246",441.30,2021-02-02,butt_CC
,,2021-02-02,butt_bnls
"38,856","1,067.31",2021-02-03,tndrloin
"11,604",422.26,2021-02-03,butt_CC
"3,621",307.44,2021-02-03,butt_bnls
"121,626","1,048.25",2021-02-04,tndrloin
"12,269",448.18,2021-02-04,butt_CC
,,2021-02-04,butt_bnls
"7,616",293.14,2021-02-05,butt_bnls
"54,370","1,070.63",2021-02-05,tndrloin
"62,040",423.00,2021-02-05,butt_CC
"18,656","1,091.13",2021-02-08,tndrloin
,,2021-02-08,butt_CC
,,2021-02-08,butt_bnls
"100,188","1,060.21",2021-02-09,tndrloin
"25,218",429.56,2021-02-09,butt_CC
,,2021-02-09,butt_bnls
"88,791","1,063.10",2021-02-10,tndrloin
"78,847",416.72,2021-02-10,butt_CC
,,2021-02-10,butt_bnls
"8,054",309.24,2021-02-11,butt_bnls
"298,214","1,029.57",2021-02-11,tndrloin
,,2021-02-11,butt_CC
"95,801","1,052.26",2021-02-12,tndrloin
,,2021-02-12,butt_CC
,,2021-02-12,butt_bnls
"180,972","1,038.73",2021-02-15,tndrloin
"18,896",459.39,2021-02-15,butt_CC
"5,375",301.81,2021-02-15,butt_bnls
,,2021-02-16,butt_bnls
"149,747","1,055.19",2021-02-16,tndrloin
,,2021-02-16,butt_CC
,,2021-02-17,butt_CC
"135,383","1,041.76",2021-02-17,tndrloin
,.00,2021-02-17,butt_bnls
,,2021-02-18,butt_bnls
"145,975","1,009.89",2021-02-18,tndrloin
"126,102",400.39,2021-02-18,butt_CC
"114,955","1,039.21",2021-02-19,tndrloin
,,2021-02-19,butt_CC
"13,391",297.06,2021-02-19,butt_bnls
"67,932","1,061.13",2021-02-22,tndrloin
,.00,2021-02-22,butt_CC
,,2021-02-22,butt_bnls
"28,827","1,150.09",2021-02-23,tndrloin
"3,933",466.75,2021-02-23,butt_CC
,,2021-02-23,butt_bnls
,,2021-02-24,butt_bnls
"67,650","1,082.32",2021-02-24,tndrloin
,,2021-02-24,butt_CC
"202,204","1,069.76",2021-02-25,tndrloin
"40,868",437.94,2021-02-25,butt_CC
,,2021-02-25,butt_bnls
"25,184","1,079.42",2021-02-26,tndrloin
,,2021-02-26,butt_CC
,,2021-02-26,butt_bnls
"48,751","1,087.74",2021-03-01,tndrloin
,,2021-03-01,butt_CC
,,2021-03-01,butt_bnls
,,2021-03-02,butt_bnls
"53,565","1,072.25",2021-03-02,tndrloin
,,2021-03-02,butt_CC
"142,334","1,058.05",2021-03-03,tndrloin
,,2021-03-03,butt_CC
,,2021-03-03,butt_bnls
"202,254","1,041.45",2021-03-04,tndrloin
"22,602",400.13,2021-03-04,butt_CC
,,2021-03-04,butt_bnls
"61,507","1,052.66",2021-03-05,tndrloin
"83,573",398.14,2021-03-05,butt_CC
,,2021-03-05,butt_bnls
,,2021-03-08,butt_bnls
"69,607","1,044.53",2021-03-08,tndrloin
"27,922",453.19,2021-03-08,butt_CC
"123,971","1,001.93",2021-03-09,tndrloin
"6,083",460.99,2021-03-09,butt_CC
,,2021-03-09,butt_bnls
"138,969","1,036.90",2021-03-10,tndrloin
"66,067",404.40,2021-03-10,butt_CC
"10,448",305.71,2021-03-10,butt_bnls
,,2021-03-11,butt_bnls
"116,625","1,027.56",2021-03-11,tndrloin
"25,949",439.58,2021-03-11,butt_CC
"3,693",302.94,2021-03-12,butt_bnls
"89,873","1,012.70",2021-03-12,tndrloin
"9,450",444.16,2021-03-12,butt_CC
"67,587","1,021.72",2021-03-15,tndrloin
"1,920",478.57,2021-03-15,butt_CC
,,2021-03-15,butt_bnls
"85,823","1,047.85",2021-03-16,tndrloin
,,2021-03-16,butt_CC
"10,434",306.73,2021-03-16,butt_bnls
"20,340",444.21,2021-03-17,butt_CC
"4,205",305.64,2021-03-17,butt_bnls
"139,226","1,073.30",2021-03-17,tndrloin
"68,749","1,086.58",2021-03-18,tndrloin
"28,474",458.54,2021-03-18,butt_CC
"3,247",307.71,2021-03-18,butt_bnls
,,2021-03-19,butt_bnls
"79,605","1,069.77",2021-03-19,tndrloin
"3,021",448.32,2021-03-19,butt_CC
,,2021-03-22,butt_bnls
"64,498","1,097.32",2021-03-22,tndrloin
"103,402",453.62,2021-03-22,butt_CC
"69,771","1,112.87",2021-03-23,tndrloin
"8,918",449.12,2021-03-23,butt_CC
"6,280",316.20,2021-03-23,butt_bnls
"44,391","1,164.56",2021-03-24,tndrloin
,,2021-03-24,butt_CC
"3,665",300.80,2021-03-24,butt_bnls
"101,720","1,115.15",2021-03-25,tndrloin
,,2021-03-25,butt_CC
"2,438",315.38,2021-03-25,butt_bnls
,,2021-03-26,butt_bnls
"42,776","1,127.69",2021-03-26,tndrloin
"4,064",518.68,2021-03-26,butt_CC
"53,485","1,197.71",2021-03-29,tndrloin
,,2021-03-29,butt_CC
,.00,2021-03-29,butt_bnls
"57,811","1,219.22",2021-03-30,tndrloin
,,2021-03-30,butt_CC
,,2021-03-30,butt_bnls
,,2021-03-31,butt_bnls
"5,399",544.01,2021-03-31,butt_CC
"30,213","1,210.95",2021-03-31,tndrloin
,,2021-04-01,butt_bnls
"127,698","1,216.88",2021-04-01,tndrloin
,,2021-04-01,butt_CC
,,2021-04-02,butt_bnls
"20,836","1,197.98",2021-04-02,tndrloin
"9,093",505.16,2021-04-02,butt_CC
"11,992","1,316.57",2021-04-05,tndrloin
"7,259",539.36,2021-04-05,butt_CC
,,2021-04-05,butt_bnls
"19,575","1,291.57",2021-04-06,tndrloin
"45,609",641.44,2021-04-06,butt_CC
"3,999",376.91,2021-04-06,butt_bnls
"20,229",664.96,2021-04-07,butt_CC
"2,636",370.43,2021-04-07,butt_bnls
"55,781","1,329.49",2021-04-07,tndrloin
"127,178","1,301.86",2021-04-08,tndrloin
"3,295",622.59,2021-04-08,butt_CC
,,2021-04-08,butt_bnls
,,2021-04-09,butt_bnls
"55,349","1,305.08",2021-04-09,tndrloin
"9,199",636.25,2021-04-09,butt_CC
,.00,2021-04-12,butt_bnls
"55,967","1,332.15",2021-04-12,tndrloin
"131,480",579.55,2021-04-12,butt_CC
"39,577","1,369.09",2021-04-13,tndrloin
"92,365",581.91,2021-04-13,butt_CC
,,2021-04-13,butt_bnls
"19,320","1,359.66",2021-04-14,tndrloin
,,2021-04-14,butt_CC
"3,340",433.10,2021-04-14,butt_bnls
"130,872","1,359.49",2021-04-15,tndrloin
"7,291",638.00,2021-04-15,butt_CC
,,2021-04-15,butt_bnls
,,2021-04-16,butt_bnls
"58,092","1,363.04",2021-04-16,tndrloin
"10,759",660.92,2021-04-16,butt_CC
"65,765","1,381.55",2021-04-19,tndrloin
"2,836",646.15,2021-04-19,butt_CC
"10,929",426.99,2021-04-19,butt_bnls
"15,633","1,423.78",2021-04-20,tndrloin
"4,370",598.63,2021-04-20,butt_CC
,,2021-04-20,butt_bnls
"4,397",426.90,2021-04-21,butt_bnls
"2,174",666.45,2021-04-21,butt_CC
"33,220","1,427.96",2021-04-21,tndrloin
"2,413",442.97,2021-04-22,butt_bnls
"14,973","1,460.63",2021-04-22,tndrloin
"15,598",646.64,2021-04-22,butt_CC
,,2021-04-23,butt_bnls
"55,840","1,422.47",2021-04-23,tndrloin
"27,802",658.65,2021-04-23,butt_CC
"34,813","1,496.99",2021-04-26,tndrloin
,,2021-04-26,butt_CC
,,2021-04-26,butt_bnls
"93,122","1,470.83",2021-04-27,tndrloin
"2,528",656.05,2021-04-27,butt_CC
"3,812",450.00,2021-04-27,butt_bnls
,.00,2021-04-28,butt_bnls
"40,950",664.29,2021-04-28,butt_CC
"52,209","1,483.51",2021-04-28,tndrloin
"77,410","1,500.62",2021-04-29,tndrloin
"36,486",686.38,2021-04-29,butt_CC
,,2021-04-29,butt_bnls
"23,920","1,535.79",2021-04-30,tndrloin
,,2021-04-30,butt_CC
,,2021-04-30,butt_bnls
,.00,2021-05-03,butt_bnls
,,2021-05-03,butt_CC
"49,622","1,565.27",2021-05-03,tndrloin
,,2021-05-04,butt_bnls
"39,171","1,606.59",2021-05-04,tndrloin
"135,534",652.18,2021-05-04,butt_CC
"32,650","1,600.83",2021-05-05,tndrloin
"8,350",711.76,2021-05-05,butt_CC
"1,600",480.32,2021-05-05,butt_bnls
"120,695","1,594.24",2021-05-06,tndrloin
"8,111",687.66,2021-05-06,butt_CC
,,2021-05-06,butt_bnls
,,2021-05-07,butt_CC
"2,562",502.55,2021-05-07,butt_bnls
"25,005","1,611.16",2021-05-07,tndrloin
"19,879","1,635.38",2021-05-10,tndrloin
,,2021-05-10,butt_CC
,.00,2021-05-10,butt_bnls
,,2021-05-11,butt_bnls
"28,462","1,661.59",2021-05-11,tndrloin
"18,693",714.40,2021-05-11,butt_CC
,,2021-05-12,butt_bnls
"13,965",683.93,2021-05-12,butt_CC
"26,750","1,655.40",2021-05-12,tndrloin
,,2021-05-13,butt_bnls
"169,390","1,643.28",2021-05-13,tndrloin
,.00,2021-05-13,butt_CC
"9,973",497.43,2021-05-14,butt_bnls
"137,393","1,651.84",2021-05-14,tndrloin
,,2021-05-14,butt_CC
"18,751","1,683.55",2021-05-17,tndrloin
,,2021-05-17,butt_CC
,,2021-05-17,butt_bnls
"49,870","1,682.86",2021-05-18,tndrloin
,,2021-05-18,butt_CC
,.00,2021-05-18,butt_bnls
"20,966",746.61,2021-05-19,butt_CC
"6,786",494.24,2021-05-19,butt_bnls
"46,521","1,706.16",2021-05-19,tndrloin
"32,044","1,712.13",2021-05-20,tndrloin
"57,700",739.52,2021-05-20,butt_CC
,,2021-05-20,butt_bnls
"5,547",476.67,2021-05-21,butt_bnls
"32,507","1,702.38",2021-05-21,tndrloin
,,2021-05-21,butt_CC
,,2021-05-24,butt_bnls
"87,720","1,724.61",2021-05-24,tndrloin
"3,068",741.35,2021-05-24,butt_CC
"23,786","1,785.66",2021-05-25,tndrloin
"6,098",740.89,2021-05-25,butt_CC
,,2021-05-25,butt_bnls
"47,446","1,771.36",2021-05-26,tndrloin
"19,129",753.56,2021-05-26,butt_CC
,,2021-05-26,butt_bnls
"90,300","1,791.09",2021-05-27,tndrloin
"4,502",750.80,2021-05-27,butt_CC
,,2021-05-27,butt_bnls
"5,535",522.91,2021-05-28,butt_bnls
"35,010","1,765.02",2021-05-28,tndrloin
,,2021-05-28,butt_CC
"102,364","1,767.98",2021-06-01,tndrloin
,,2021-06-01,butt_CC
,,2021-06-01,butt_bnls
"77,821","1,820.50",2021-06-02,tndrloin
"28,594",712.57,2021-06-02,butt_CC
"8,940",500.79,2021-06-02,butt_bnls
,,2021-06-03,butt_bnls
"218,150",681.52,2021-06-03,butt_CC
"102,658","1,791.90",2021-06-03,tndrloin
,,2021-06-04,butt_bnls
"33,693","1,779.83",2021-06-04,tndrloin
"7,942",758.40,2021-06-04,butt_CC
,,2021-06-07,butt_bnls
"20,245","1,860.50",2021-06-07,tndrloin
"6,899",763.78,2021-06-07,butt_CC
"25,902","1,861.19",2021-06-08,tndrloin
"4,918",758.97,2021-06-08,butt_CC
,,2021-06-08,butt_bnls
"62,257","1,815.88",2021-06-09,tndrloin
"5,222",777.60,2021-06-09,butt_CC
"3,609",513.35,2021-06-09,butt_bnls
,,2021-06-10,butt_bnls
"2,487",730.64,2021-06-10,butt_CC
"58,119","1,821.34",2021-06-10,tndrloin
"45,928","1,830.04",2021-06-11,tndrloin
,,2021-06-11,butt_CC
"3,471",524.69,2021-06-11,butt_bnls
"27,274","1,832.67",2021-06-14,tndrloin
,,2021-06-14,butt_CC
"7,528",451.82,2021-06-14,butt_bnls
,.00,2021-06-15,butt_bnls
"3,738",728.21,2021-06-15,butt_CC
"27,419","1,880.40",2021-06-15,tndrloin
,,2021-06-16,butt_bnls
"65,802","1,830.14",2021-06-16,tndrloin
"6,154",704.25,2021-06-16,butt_CC
"84,067","1,830.48",2021-06-17,tndrloin
"42,589",553.82,2021-06-17,butt_CC
,,2021-06-17,butt_bnls
"85,848","1,822.34",2021-06-18,tndrloin
"16,176",654.97,2021-06-18,butt_CC
"2,283",509.90,2021-06-18,butt_bnls
"11,550",692.06,2021-06-21,butt_CC
,.00,2021-06-21,butt_bnls
"41,858","1,828.43",2021-06-21,tndrloin
"61,547","1,824.22",2021-06-22,tndrloin
,,2021-06-22,butt_CC
,,2021-06-22,butt_bnls
,,2021-06-23,butt_bnls
"111,170","1,744.01",2021-06-23,tndrloin
"11,149",654.77,2021-06-23,butt_CC
,,2021-06-24,butt_bnls
"96,009","1,749.41",2021-06-24,tndrloin
"326,465",505.57,2021-06-24,butt_CC
"7,656",562.63,2021-06-25,butt_CC
"55,407","1,759.55",2021-06-25,tndrloin
"1,625",480.07,2021-06-25,butt_bnls
"39,154","1,681.26",2021-06-28,tndrloin
,,2021-06-28,butt_CC
,,2021-06-28,butt_bnls
"152,611","1,648.06",2021-06-29,tndrloin
,,2021-06-29,butt_CC
,.00,2021-06-29,butt_bnls
"11,422",536.95,2021-06-30,butt_CC
"2,996",420.54,2021-06-30,butt_bnls
"47,199","1,723.95",2021-06-30,tndrloin
"52,955","1,692.32",2021-07-01,tndrloin
"4,299",594.15,2021-07-01,butt_CC
"9,798",391.63,2021-07-01,butt_bnls
,,2021-07-02,butt_bnls
"35,294","1,704.85",2021-07-02,tndrloin
"64,366",524.57,2021-07-02,butt_CC
,,2021-07-06,butt_bnls
"29,880","1,704.97",2021-07-06,tndrloin
"93,950",508.02,2021-07-06,butt_CC
"141,704","1,632.89",2021-07-07,tndrloin
"14,927",559.06,2021-07-07,butt_CC
"3,961",401.70,2021-07-07,butt_bnls
"79,231","1,655.37",2021-07-08,tndrloin
,.00,2021-07-08,butt_CC
"6,666",406.69,2021-07-08,butt_bnls
"75,870","1,650.00",2021-07-09,tndrloin
"6,874",551.97,2021-07-09,butt_CC
"7,172",359.47,2021-07-09,butt_bnls
,,2021-07-12,butt_bnls
"21,213",494.82,2021-07-12,butt_CC
"114,090","1,446.99",2021-07-12,tndrloin
"40,902","1,647.91",2021-07-13,tndrloin
"101,899",461.89,2021-07-13,butt_CC
,.00,2021-07-13,butt_bnls
"292,414","1,365.00",2021-07-14,tndrloin
"99,253",455.38,2021-07-14,butt_CC
"11,799",339.39,2021-07-14,butt_bnls
"60,698","1,414.71",2021-07-15,tndrloin
"25,697",509.10,2021-07-15,butt_CC
,,2021-07-15,butt_bnls
,,2021-07-16,butt_bnls
"195,945","1,366.92",2021-07-16,tndrloin
,,2021-07-16,butt_CC
,,2021-07-19,butt_CC
,,2021-07-19,butt_bnls
"105,099","1,374.87",2021-07-19,tndrloin
"235,029","1,327.78",2021-07-20,tndrloin
"3,828",580.97,2021-07-20,butt_CC
,,2021-07-20,butt_bnls
"143,398","1,375.90",2021-07-21,tndrloin
"91,676",463.89,2021-07-21,butt_CC
,,2021-07-21,butt_bnls
,,2021-07-22,butt_bnls
"110,827","1,371.62",2021-07-22,tndrloin
"1,523",567.17,2021-07-22,butt_CC
"93,243","1,371.55",2021-07-23,tndrloin
"20,428",554.14,2021-07-23,butt_CC
,,2021-07-23,butt_bnls
"45,162","1,389.30",2021-07-26,tndrloin
"15,023",492.96,2021-07-26,butt_CC
"10,996",355.75,2021-07-26,butt_bnls
"208,497","1,340.23",2021-07-27,tndrloin
"3,457",555.34,2021-07-27,butt_CC
,,2021-07-27,butt_bnls
"3,844",370.37,2021-07-28,butt_bnls
"34,558",453.69,2021-07-28,butt_CC
"135,641","1,394.22",2021-07-28,tndrloin
"60,527","1,433.61",2021-07-29,tndrloin
,,2021-07-29,butt_CC
,,2021-07-29,butt_bnls
"53,427","1,468.07",2021-07-30,tndrloin
,,2021-07-30,butt_CC
,,2021-07-30,butt_bnls
"54,818","1,499.53",2021-08-02,tndrloin
"5,861",541.36,2021-08-02,butt_CC
,.00,2021-08-02,butt_bnls
,.00,2021-08-03,butt_bnls
,,2021-08-03,butt_CC
"64,063","1,527.87",2021-08-03,tndrloin
"101,273","1,509.88",2021-08-04,tndrloin
"26,271",472.79,2021-08-04,butt_CC
"14,397",379.02,2021-08-04,butt_bnls
"49,186","1,540.94",2021-08-05,tndrloin
,,2021-08-05,butt_CC
"10,686",331.40,2021-08-05,butt_bnls
"46,238","1,545.52",2021-08-06,tndrloin
"30,264",521.65,2021-08-06,butt_CC
,,2021-08-06,butt_bnls
,,2021-08-09,butt_bnls
"61,429","1,556.72",2021-08-09,tndrloin
,,2021-08-09,butt_CC
,,2021-08-10,butt_CC
"123,243","1,612.89",2021-08-10,tndrloin
"2,093",395.94,2021-08-10,butt_bnls
"5,384",407.44,2021-08-11,butt_bnls
"85,406","1,618.91",2021-08-11,tndrloin
"22,327",613.26,2021-08-11,butt_CC
,,2021-08-12,butt_bnls
"27,100","1,665.22",2021-08-12,tndrloin
,,2021-08-12,butt_CC
"43,693","1,647.07",2021-08-13,tndrloin
"26,904",616.82,2021-08-13,butt_CC
,,2021-08-13,butt_bnls
"153,932","1,694.83",2021-08-16,tndrloin
,.00,2021-08-16,butt_CC
,,2021-08-16,butt_bnls
,,2021-08-17,butt_bnls
"80,715","1,700.61",2021-08-17,tndrloin
"6,347",687.47,2021-08-17,butt_CC
"131,831","1,734.65",2021-08-18,tndrloin
"3,320",688.26,2021-08-18,butt_CC
,,2021-08-18,butt_bnls
"18,063","1,751.88",2021-08-19,tndrloin
,,2021-08-19,butt_CC
,,2021-08-19,butt_bnls
,,2021-08-20,butt_bnls
"8,436",669.37,2021-08-20,butt_CC
"51,584","1,737.47",2021-08-20,tndrloin
,,2021-08-23,butt_bnls
"13,827","1,758.63",2021-08-23,tndrloin
,.00,2021-08-23,butt_CC
"31,310","1,766.48",2021-08-24,tndrloin
"2,439",713.61,2021-08-24,butt_CC
"2,611",471.89,2021-08-24,butt_bnls
"53,564","1,741.35",2021-08-25,tndrloin
"16,166",722.10,2021-08-25,butt_CC
,,2021-08-25,butt_bnls
,,2021-08-26,butt_CC
,,2021-08-26,butt_bnls
"75,670","1,731.84",2021-08-26,tndrloin
"38,567","1,745.32",2021-08-27,tndrloin
,,2021-08-27,butt_CC
"2,063",519.13,2021-08-27,butt_bnls
,,2021-08-30,butt_bnls
"45,040","1,748.81",2021-08-30,tndrloin
"8,790",728.13,2021-08-30,butt_CC
,,2021-08-31,butt_bnls
"58,505","1,693.92",2021-08-31,tndrloin
"20,697",692.30,2021-08-31,butt_CC
"46,017","1,674.07",2021-09-01,tndrloin
,,2021-09-01,butt_CC
"2,154",507.05,2021-09-01,butt_bnls
"50,953","1,678.02",2021-09-02,tndrloin
"4,307",723.20,2021-09-02,butt_CC
,,2021-09-02,butt_bnls
"36,717","1,677.84",2021-09-03,tndrloin
"8,667",675.89,2021-09-03,butt_CC
,,2021-09-03,butt_bnls
,,2021-09-07,butt_bnls
"1,654",710.76,2021-09-07,butt_CC
"5,425","1,754.24",2021-09-07,tndrloin
"36,651","1,699.89",2021-09-08,tndrloin
"81,324",598.29,2021-09-08,butt_CC
,,2021-09-08,butt_bnls
"76,331","1,690.85",2021-09-09,tndrloin
"6,076",698.08,2021-09-09,butt_CC
,,2021-09-09,butt_bnls
"271,924","1,491.13",2021-09-10,tndrloin
,,2021-09-10,butt_CC
,,2021-09-10,butt_bnls
,,2021-09-13,butt_bnls
"100,265","1,484.48",2021-09-13,tndrloin
"3,018",696.72,2021-09-13,butt_CC
"82,655","1,474.63",2021-09-14,tndrloin
"69,757",606.85,2021-09-14,butt_CC
,,2021-09-14,butt_bnls
"173,107","1,472.93",2021-09-15,tndrloin
,,2021-09-15,butt_CC
"7,978",461.77,2021-09-15,butt_bnls
"291,669","1,458.30",2021-09-16,tndrloin
"125,467",503.64,2021-09-16,butt_CC
,,2021-09-16,butt_bnls
,.00,2021-09-17,butt_bnls
"120,737","1,464.13",2021-09-17,tndrloin
"262,592",543.19,2021-09-17,butt_CC
"43,913","1,459.12",2021-09-20,tndrloin
"42,829",521.15,2021-09-20,butt_CC
,,2021-09-20,butt_bnls
"22,601","1,458.32",2021-09-21,tndrloin
,,2021-09-21,butt_CC
"7,537",426.96,2021-09-21,butt_bnls
,,2021-09-22,butt_bnls
"14,762",506.73,2021-09-22,butt_CC
"432,166","1,389.34",2021-09-22,tndrloin
,,2021-09-23,butt_bnls
"56,545","1,462.95",2021-09-23,tndrloin
"195,984",465.78,2021-09-23,butt_CC
,,2021-09-24,butt_bnls
"41,036","1,392.84",2021-09-24,tndrloin
,,2021-09-24,butt_CC
"17,744","1,436.14",2021-09-27,tndrloin
"16,351",575.47,2021-09-27,butt_CC
,,2021-09-27,butt_bnls
"62,655","1,401.42",2021-09-28,tndrloin
"8,251",580.67,2021-09-28,butt_CC
,.00,2021-09-28,butt_bnls
,,2021-09-29,butt_CC
,,2021-09-29,butt_bnls
"293,907","1,298.95",2021-09-29,tndrloin
"179,294","1,318.64",2021-09-30,tndrloin
,.00,2021-09-30,butt_CC
,,2021-09-30,butt_bnls
,,2021-10-01,butt_bnls
"147,316","1,354.03",2021-10-01,tndrloin
,,2021-10-01,butt_CC
,,2021-10-04,butt_bnls
"71,054","1,281.34",2021-10-04,tndrloin
"84,023",465.23,2021-10-04,butt_CC
"252,427","1,266.02",2021-10-05,tndrloin
"44,589",469.23,2021-10-05,butt_CC
"7,992",383.02,2021-10-05,butt_bnls
"137,072","1,283.21",2021-10-06,tndrloin
"62,517",496.59,2021-10-06,butt_CC
,.00,2021-10-06,butt_bnls
"150,489","1,281.18",2021-10-07,tndrloin
"41,979",462.65,2021-10-07,butt_CC
"2,789",375.15,2021-10-07,butt_bnls
,,2021-10-08,butt_bnls
"58,687","1,276.52",2021-10-08,tndrloin
,,2021-10-08,butt_CC
"94,068","1,279.56",2021-10-11,tndrloin
"33,542",472.04,2021-10-11,butt_CC
,,2021-10-11,butt_bnls
"53,866","1,286.46",2021-10-12,tndrloin
"8,814",546.70,2021-10-12,butt_CC
,,2021-10-12,butt_bnls
"7,416",360.57,2021-10-13,butt_bnls
"118,777",451.97,2021-10-13,butt_CC
"186,101","1,264.65",2021-10-13,tndrloin
,,2021-10-14,butt_bnls
"149,475","1,272.29",2021-10-14,tndrloin
"34,825",467.98,2021-10-14,butt_CC
,,2021-10-15,butt_bnls
"74,145","1,285.66",2021-10-15,tndrloin
"92,180",467.38,2021-10-15,butt_CC
"61,320","1,304.12",2021-10-18,tndrloin
"5,890",483.23,2021-10-18,butt_CC
,,2021-10-18,butt_bnls
"101,157","1,263.52",2021-10-19,tndrloin
"109,282",459.62,2021-10-19,butt_CC
"4,737",357.94,2021-10-19,butt_bnls
,,2021-10-20,butt_bnls
"60,630",459.81,2021-10-20,butt_CC
"153,075","1,277.67",2021-10-20,tndrloin
"178,317","1,275.95",2021-10-21,tndrloin
,,2021-10-21,butt_CC
,,2021-10-21,butt_bnls
"117,734","1,310.22",2021-10-22,tndrloin
,,2021-10-22,butt_CC
"1,377",347.76,2021-10-22,butt_bnls
"1,481",334.91,2021-10-25,butt_bnls
"6,371",481.46,2021-10-25,butt_CC
"153,475","1,282.48",2021-10-25,tndrloin
,,2021-10-26,butt_bnls
"31,932","1,351.08",2021-10-26,tndrloin
"43,130",472.38,2021-10-26,butt_CC
"91,877","1,345.74",2021-10-27,tndrloin
,,2021-10-27,butt_CC
"1,095",337.36,2021-10-27,butt_bnls
"123,585","1,336.54",2021-10-28,tndrloin
"8,031",518.21,2021-10-28,butt_CC
"12,271",329.78,2021-10-28,butt_bnls
,.00,2021-10-29,butt_CC
,,2021-10-29,butt_bnls
"32,212","1,319.97",2021-10-29,tndrloin
"12,826","1,384.73",2021-11-01,tndrloin
,,2021-11-01,butt_CC
,,2021-11-01,butt_bnls
,,2021-11-02,butt_bnls
"20,860","1,362.04",2021-11-02,tndrloin
"8,274",477.73,2021-11-02,butt_CC
"4,022",324.87,2021-11-03,butt_bnls
"112,089","1,382.91",2021-11-03,tndrloin
"86,384",518.44,2021-11-03,butt_CC
"8,421",495.50,2021-11-04,butt_CC
"164,737","1,363.06",2021-11-04,tndrloin
,,2021-11-04,butt_bnls
,,2021-11-05,butt_bnls
"209,748","1,360.85",2021-11-05,tndrloin
"44,611",459.29,2021-11-05,butt_CC
,.00,2021-11-08,butt_bnls
"110,680","1,341.12",2021-11-08,tndrloin
"6,315",537.85,2021-11-08,butt_CC
"53,787","1,355.75",2021-11-09,tndrloin
"105,245",471.71,2021-11-09,butt_CC
"2,103",322.03,2021-11-09,butt_bnls
"65,574","1,346.94",2021-11-10,tndrloin
,,2021-11-10,butt_CC
"5,138",325.20,2021-11-10,butt_bnls
,,2021-11-11,butt_bnls
,,2021-11-11,butt_CC
"218,208","1,353.79",2021-11-11,tndrloin
